create_time,symbol,sum_open_interest,sum_open_interest_value,count_toptrader_long_short_ratio,sum_toptrader_long_short_ratio,count_long_short_ratio,sum_taker_long_short_vol_ratio
2026-01-01 16:50:00,BTCUSDT,94690.8160000000000000,8327205049.8560000000000000,2.87264302,2.50133700,2.51302728,1.36048300
2026-01-01 16:55:00,BTCUSDT,94684.9160000000000000,8328011786.7800000000000000,2.87305203,2.50133100,2.51349448,1.08485200
2026-01-01 17:00:00,BTCUSDT,94677.5960000000000000,8327367956.1800000000000000,2.87307677,2.50168100,2.51326609,0.58604400
2026-01-01 17:05:00,BTCUSDT,94680.7170000000000000,8327642463.7350000000000000,2.87412559,2.50222700,2.51406243,2.68017900
2026-01-01 17:10:00,BTCUSDT,94683.8380000000000000,8333749495.7108000000000000,2.87167912,2.50340200,2.51437402,1.95423600
2026-01-01 17:15:00,BTCUSDT,94676.7010000000000000,8334580922.4356040000000000,2.87059293,2.50186100,2.51438179,1.14701400
2026-01-01 17:20:00,BTCUSDT,94701.2940000000000000,8348326281.6642000000000000,2.87918761,2.50181200,2.54854223,2.12628100
2026-01-01 17:25:00,BTCUSDT,94667.5810000000000000,8351402742.1659710000000000,2.87420676,2.50036200,2.54449524,0.78575500
2026-01-01 17:30:00,BTCUSDT,94493.6270000000000000,8346063908.6416890000000000,2.83917089,2.52993400,2.52707698,1.30369800
2026-01-01 17:35:00,BTCUSDT,94450.0980000000000000,8349833218.5940160000000000,2.82579798,2.52847500,2.51629021,1.10961900
2026-01-01 17:40:00,BTCUSDT,94470.1200000000000000,8342631596.6862730000000000,2.80045243,2.52000900,2.49667141,0.81026000
2026-01-01 17:45:00,BTCUSDT,94469.5860000000000000,8340996821.0744310000000000,2.79115528,2.51797300,2.48904056,0.70385600
2026-01-01 17:50:00,BTCUSDT,94552.0620000000000000,8353674677.7000000000000000,2.77741846,2.52241100,2.47830946,2.68268100
2026-01-01 17:55:00,BTCUSDT,94548.9580000000000000,8346914380.7812000000000000,2.76655518,2.51894500,2.46718384,0.58129500
2026-01-01 18:00:00,BTCUSDT,94551.3480000000000000,8343778255.6080000000000000,2.75693709,2.51652200,2.45548551,1.12728700
2026-01-01 18:05:00,BTCUSDT,94353.2480000000000000,8324689174.0755420000000000,2.76151516,2.51999500,2.45437008,0.50535300
2026-01-01 18:10:00,BTCUSDT,94323.7970000000000000,8313444793.3281000000000000,2.75779009,2.51934200,2.44874844,0.72201700
2026-01-01 18:15:00,BTCUSDT,94333.3620000000000000,8316740494.0146000000000000,2.75683747,2.52552800,2.44785012,0.97552900
2026-01-01 18:20:00,BTCUSDT,94295.7430000000000000,8310608673.2746670000000000,2.76084477,2.52386400,2.45244519,0.58354300
2026-01-01 18:25:00,BTCUSDT,94277.2760000000000000,8302688582.3092000000000000,2.75972927,2.52501900,2.44838761,0.34237800
2026-01-01 18:30:00,BTCUSDT,94289.0780000000000000,8306315034.8767950000000000,2.76000472,2.52641100,2.44807740,1.97263300
2026-01-01 18:35:00,BTCUSDT,94296.5800000000000000,8310207877.0301080000000000,2.76052735,2.52692300,2.45055767,2.26034800
2026-01-01 18:40:00,BTCUSDT,94300.9960000000000000,8312133002.1212000000000000,2.76234155,2.52728100,2.45132844,1.54505900
2026-01-01 18:45:00,BTCUSDT,94311.1960000000000000,8314107225.6956000000000000,2.76543356,2.52746400,2.45384860,1.05133400
2026-01-01 18:50:00,BTCUSDT,94306.0140000000000000,8310019619.2464000000000000,2.76562808,2.52746100,2.45394558,0.59672800
2026-01-01 18:55:00,BTCUSDT,94309.6260000000000000,8314937726.8919660000000000,2.76479162,2.52755100,2.45271342,2.18560400
2026-01-01 19:00:00,BTCUSDT,94322.8940000000000000,8312757839.7268800000000000,2.76256642,2.52639400,2.45061043,0.46219900
2026-01-01 19:05:00,BTCUSDT,94319.3240000000000000,8308249701.5936000000000000,2.76187478,2.52668200,2.45027743,0.62673400
2026-01-01 19:10:00,BTCUSDT,94300.9830000000000000,8306134313.7213000000000000,2.75895035,2.52866300,2.44666018,0.66516000
2026-01-01 19:15:00,BTCUSDT,94292.6790000000000000,8307449039.4012000000000000,2.75840774,2.52831200,2.44736187,1.17078400
2026-01-01 19:20:00,BTCUSDT,94311.2600000000000000,8311226284.9307740000000000,2.75195289,2.52888000,2.44378885,1.88406200
2026-01-01 19:25:00,BTCUSDT,94314.0110000000000000,8311942706.1774410000000000,2.75133459,2.52913600,2.44319389,1.28014700
2026-01-01 19:30:00,BTCUSDT,94322.5580000000000000,8312454621.9389860000000000,2.75040220,2.52955700,2.44277000,1.24603300
2026-01-01 19:35:00,BTCUSDT,94291.9300000000000000,8320662165.1403570000000000,2.75173741,2.53620300,2.44443691,4.69767700
2026-01-01 19:40:00,BTCUSDT,94282.6130000000000000,8324683314.8350000000000000,2.75325186,2.53322300,2.44747566,1.32235500
2026-01-01 19:45:00,BTCUSDT,94274.1970000000000000,8329879498.5260000000000000,2.75147301,2.53419000,2.44573705,1.73992900
2026-01-01 19:50:00,BTCUSDT,94257.3010000000000000,8329252671.3075280000000000,2.74644903,2.52735500,2.44211717,1.23644100
2026-01-01 19:55:00,BTCUSDT,94256.7050000000000000,8325591070.2745000000000000,2.73985269,2.52669100,2.43594318,1.41355100
2026-01-01 20:00:00,BTCUSDT,94213.7520000000000000,8317451790.5949960000000000,2.74120830,2.52448100,2.43563395,0.58214000
2026-01-01 20:05:00,BTCUSDT,94215.3570000000000000,8317689734.3166000000000000,2.74024142,2.52332900,2.43448618,0.72964300
2026-01-01 20:10:00,BTCUSDT,94176.0880000000000000,8315702364.0626730000000000,2.73791807,2.52342200,2.43305505,0.70838300
2026-01-01 20:15:00,BTCUSDT,94185.0080000000000000,8319168609.1233760000000000,2.73554042,2.52286700,2.43114177,1.59226600
2026-01-01 20:20:00,BTCUSDT,94186.0360000000000000,8316234916.3634310000000000,2.73241584,2.52224100,2.42780893,0.60258900
2026-01-01 20:25:00,BTCUSDT,94178.8700000000000000,8318508796.8290000000000000,2.73055577,2.52214000,2.42562290,1.71595200
2026-01-01 20:30:00,BTCUSDT,94182.1510000000000000,8315070845.3090720000000000,2.72913330,2.52236400,2.42503374,0.79411400
2026-01-01 20:35:00,BTCUSDT,94189.4670000000000000,8311561136.4810000000000000,2.72478246,2.52119600,2.42087406,0.34963700
2026-01-01 20:40:00,BTCUSDT,94156.9990000000000000,8305626544.5896000000000000,2.72677574,2.52199700,2.42229168,0.39777100
2026-01-01 20:45:00,BTCUSDT,94142.2080000000000000,8306760107.7504000000000000,2.72540600,2.52190200,2.42169271,0.69548600
2026-01-01 20:50:00,BTCUSDT,94127.4210000000000000,8304768227.4090000000000000,2.72582471,2.52120400,2.42329399,0.58086200
2026-01-01 20:55:00,BTCUSDT,94122.7500000000000000,8303546654.1000000000000000,2.72540600,2.52192100,2.42243802,1.40563700
2026-01-01 21:00:00,BTCUSDT,94123.0090000000000000,8304777253.4862050000000000,2.72516492,2.52239800,2.42161798,1.60985100
2026-01-01 21:05:00,BTCUSDT,94118.1770000000000000,8308677834.1071250000000000,2.72529575,2.52149300,2.42228067,0.73521300
2026-01-01 21:10:00,BTCUSDT,94111.0320000000000000,8314295588.6592000000000000,2.72355788,2.52113400,2.42292819,1.27115800
2026-01-01 21:15:00,BTCUSDT,94117.7290000000000000,8313042531.6540000000000000,2.72109533,2.52071000,2.41934542,0.93271900
2026-01-01 21:20:00,BTCUSDT,94122.8050000000000000,8314337979.6750000000000000,2.71924216,2.52024600,2.41782667,1.36438900
2026-01-01 21:25:00,BTCUSDT,94111.5070000000000000,8313951695.6405000000000000,2.71841746,2.52090500,2.41728218,0.91740500
2026-01-01 21:30:00,BTCUSDT,94093.8080000000000000,8309988747.3280000000000000,2.71594451,2.51925900,2.41528657,0.57636300
2026-01-01 21:35:00,BTCUSDT,94096.7370000000000000,8310703181.0741980000000000,2.71520418,2.51909800,2.41407161,0.85664300
2026-01-01 21:40:00,BTCUSDT,94091.5940000000000000,8307102728.6194490000000000,2.71179974,2.52025600,2.41030928,1.06069100
2026-01-01 21:45:00,BTCUSDT,94092.5840000000000000,8309471195.8012030000000000,2.70938874,2.51988500,2.40778069,1.01425800
2026-01-01 21:50:00,BTCUSDT,94093.0930000000000000,8312985710.5954580000000000,2.70567886,2.51931900,2.40584219,1.26813900
2026-01-01 21:55:00,BTCUSDT,94092.8310000000000000,8312819340.3570000000000000,2.70351525,2.51902900,2.40292500,1.11534000
2026-01-01 22:00:00,BTCUSDT,94083.8630000000000000,8318104862.0108000000000000,2.70118424,2.51790100,2.40325683,1.37185700
2026-01-01 22:05:00,BTCUSDT,94014.4120000000000000,8320254031.4824750000000000,2.68991075,2.52179800,2.40337399,1.82320200
2026-01-01 22:10:00,BTCUSDT,94015.0040000000000000,8317845857.8944000000000000,2.68577519,2.51881200,2.40184125,0.55153200
2026-01-01 22:15:00,BTCUSDT,94000.4220000000000000,8314337325.9000000000000000,2.68227412,2.51797800,2.39848815,0.45100500
2026-01-01 22:20:00,BTCUSDT,94000.4660000000000000,8317405632.8916000000000000,2.67828543,2.51648300,2.39504347,1.28664600
2026-01-01 22:25:00,BTCUSDT,93972.3350000000000000,8315839588.4742660000000000,2.67513142,2.51723200,2.39248215,1.12781900
2026-01-01 22:30:00,BTCUSDT,93947.6120000000000000,8314185161.5372000000000000,2.67367445,2.51690000,2.39113499,0.96153800
2026-01-01 22:35:00,BTCUSDT,93925.9700000000000000,8308031088.9861300000000000,2.66818515,2.51634400,2.38516928,0.41294900
2026-01-01 22:40:00,BTCUSDT,93927.0100000000000000,8317227342.7990000000000000,2.66114556,2.51603400,2.38046439,1.54979300
2026-01-01 22:45:00,BTCUSDT,93953.2260000000000000,8322236883.1509780000000000,2.66056777,2.51574300,2.37957671,1.10524200
2026-01-01 22:50:00,BTCUSDT,93886.2410000000000000,8321253567.5758560000000000,2.66356547,2.51987300,2.38234372,2.37241800
2026-01-01 22:55:00,BTCUSDT,93883.9840000000000000,8318449576.3440000000000000,2.65406238,2.51805300,2.37725636,0.91873200
2026-01-01 23:00:00,BTCUSDT,94037.1590000000000000,8318367221.9697000000000000,2.64261816,2.51516100,2.37006940,0.74340800
2026-01-01 23:05:00,BTCUSDT,94087.6750000000000000,8333984011.2068500000000000,2.63504490,2.51477600,2.36287495,1.02700000
2026-01-01 23:10:00,BTCUSDT,94106.1450000000000000,8331894581.0940000000000000,2.63113497,2.51378000,2.34185381,0.76568600
2026-01-01 23:15:00,BTCUSDT,94103.4490000000000000,8342590705.5766000000000000,2.62669475,2.51350700,2.33623304,1.07610000
2026-01-01 23:20:00,BTCUSDT,94077.5520000000000000,8347143694.2624000000000000,2.61985620,2.50781100,2.33143856,1.17629900
2026-01-01 23:25:00,BTCUSDT,94079.7510000000000000,8343680747.9400210000000000,2.61254246,2.50435800,2.32421159,0.59609300
2026-01-01 23:30:00,BTCUSDT,94078.8450000000000000,8347465390.6980000000000000,2.60553290,2.50140800,2.31924789,1.20834600
2026-01-01 23:35:00,BTCUSDT,94061.2040000000000000,8347922448.8796000000000000,2.60002283,2.49914900,2.31493792,0.59499700
2026-01-01 23:40:00,BTCUSDT,93975.1940000000000000,8349413018.7384020000000000,2.58532792,2.50143900,2.30532958,1.42968900
2026-01-01 23:45:00,BTCUSDT,93939.7340000000000000,8336381086.6812000000000000,2.56698890,2.49731500,2.28872391,0.91691400
2026-01-01 23:50:00,BTCUSDT,93957.1070000000000000,8343381705.8893000000000000,2.55601956,2.49550800,2.28025937,0.82430900
2026-01-01 23:55:00,BTCUSDT,93941.0260000000000000,8341953714.6974000000000000,2.54877591,2.49442900,2.27343239,0.65617000
